loan_amnt,dti,emp_length,accepted
15000.0,19.44,1,0
11000.0,4.3,2,0
1500.0,7.91,0,0
800.0,33.36,2,0
17814.0,31.63,10,0
25000.0,13.48,1,0
2000.0,0.0,10,0
12000.0,5.52,6,0
4000.0,19.04,1,0
7500.0,23.42,6,0
20000.0,16.7,10,0
2000.0,7.35,5,0
500.0,0.0,0,0
2500.0,3.11,6,0
7000.0,35.39,10,0
1500.0,1.97,10,0
20000.0,8.69,2,0
10000.0,37.96,8,0
3000.0,1963.04,2,0
15000.0,41.84,8,0
3000.0,56.29,4,0
15000.0,0.0,9,0
10000.0,28.1,10,0
17480.0,1.33,10,0
2500.0,29.73,3,0
3000.0,12.76,1,0
5000.0,0.0,2,0
2000.0,11.22,2,0
10000.0,0.6,1,0
5000.0,10.68,1,0
25000.0,1.63,2,0
6000.0,37.25,2,0
5000.0,14.51,0,0
7000.0,21.53,0,0
5000.0,0.0,1,0
1500.0,4.97,10,0
10000.0,40.7,10,0
10000.0,13.27,1,0
4500.0,26.73,2,0
5000.0,17.06,10,0
7000.0,14.22,1,0
10000.0,29.06,2,0
25000.0,0.93,1,0
5000.0,31.18,10,0
3000.0,14.76,10,0
10000.0,14.96,7,0
8000.0,32.4,8,0
20000.0,100.0,8,0
19000.0,21.46,10,0
7500.0,22.18,1,0
22000.0,100.0,10,0
10000.0,0.0,1,0
2000.0,5.49,2,0
25000.0,20.3,10,0
10000.0,2.57,1,0
17000.0,19.58,3,0
15000.0,44.32,0,0
2800.0,1.67,5,0
500.0,0.0,0,0
10000.0,0.0,1,0
10000.0,13.41,4,0
4000.0,2.86,2,0
10000.0,26.34,10,0
10000.0,23.17,5,0
9000.0,35.61,0,0
500.0,8.33,2,0
20000.0,0.33,0,0
3500.0,0.47,1,0
5000.0,32.67,4,0
10000.0,19.22,10,0
5000.0,25.05,4,0
10000.0,20.19,4,0
10000.0,38.63,6,0
3000.0,22.3,10,0
1500.0,0.0,1,0
500.0,91.46,0,0
15000.0,49.47,9,0
5000.0,6.97,10,0
17000.0,100.0,10,0
18200.0,8.77,2,0
17000.0,20.38,8,0
12000.0,27.32,0,0
2000.0,65.11,10,0
5000.0,50.5,5,0
2500.0,9.0,3,0
10000.0,28.84,1,0
18000.0,0.0,0,0
12000.0,13.13,10,0
4000.0,24.79,1,0
3000.0,47.76,2,0
15000.0,100.0,4,0
3000.0,32.51,0,0
12000.0,22.07,2,0
13500.0,26.63,1,0
2000.0,35.92,0,0
5000.0,18.97,0,0
5000.0,25.4,1,0
10000.0,34.37,7,0
21000.0,18.91,6,0
10000.0,100.0,5,0
12000.0,20.17,0,0
8000.0,0.52,8,0
3000.0,0.0,6,0
5000.0,24.16,2,0
6000.0,12.19,1,0
1000.0,2.35,6,0
2500.0,21.02,1,0
3000.0,0.0,3,0
1500.0,23.39,4,0
25000.0,10.7,9,0
7400.0,24.58,6,0
3800.0,42.33,0,0
3600.0,0.0,0,0
3000.0,28.05,3,0
7500.0,10.23,4,0
16000.0,34.5,2,0
7000.0,14.35,0,0
2000.0,100.0,6,0
17000.0,27.6,9,0
1500.0,42.91,0,0
25000.0,0.0,5,0
25000.0,21.15,5,0
20000.0,16.21,10,0
2400.0,19.78,10,0
14000.0,19.87,0,0
6000.0,1.81,0,0
25000.0,21.32,0,0
20000.0,20.12,1,0
7500.0,2.48,1,0
5000.0,13.92,2,0
3000.0,54.6,0,0
500.0,0.0,0,0
5000.0,3.1,0,0
2500.0,22.85,0,0
500.0,14.54,2,0
6000.0,0.43,10,0
22000.0,100.0,6,0
9000.0,14.49,6,0
9000.0,15.22,1,0
2000.0,0.0,6,0
10000.0,26.28,0,0
2500.0,1.15,8,0
25000.0,21.25,2,0
7500.0,3.77,4,0
10000.0,20.88,6,0
6500.0,38.6,10,0
25000.0,6.1,10,0
3000.0,27.91,7,0
2200.0,33.66,10,0
2500.0,61.76,4,0
5000.0,15.21,0,0
15000.0,100.0,2,0
17000.0,36.91,0,0
14000.0,35.09,2,0
5000.0,0.0,1,0
15000.0,24.69,2,0
500.0,26.23,0,0
10000.0,4.11,4,0
6500.0,31.12,2,0
6800.0,23.37,0,0
500.0,0.0,1,0
10000.0,62.32,4,0
13500.0,0.0,2,0
2500.0,25.07,4,0
25000.0,0.0,3,0
2000.0,2.86,1,0
7000.0,13.34,5,0
21000.0,41.93,10,0
7500.0,13.94,10,0
5000.0,22.36,0,0
1000.0,11.06,7,0
15000.0,0.41,6,0
2000.0,23.19,4,0
4000.0,9.35,9,0
800.0,12.09,2,0
2500.0,13.5,1,0
5000.0,0.0,5,0
14000.0,47.62,7,0
1000.0,0.0,10,0
500.0,0.0,1,0
7000.0,9.32,6,0
13604.0,19.47,3,0
15000.0,49.13,10,0
7500.0,4.66,10,0
25000.0,39.89,2,0
2000.0,9.55,10,0
1500.0,15.02,10,0
1250.0,36.0,2,0
5000.0,0.0,0,0
2500.0,3.27,0,0
2000.0,35.09,2,0
5000.0,21.63,6,0
5000.0,100.0,2,0
5000.0,19.55,0,0
25000.0,6.6,10,0
500.0,27.47,0,0
5000.0,19.47,7,0
13500.0,0.8,0,0
8175.0,2.82,5,0
8000.0,0.0,0,0
2100.0,101.27,0,0
25000.0,0.97,2,0
6000.0,3.75,1,0
24000.0,0.84,2,0
12000.0,0.78,1,0
3000.0,11.61,10,0
10800.0,122.18,0,0
18000.0,17.93,3,0
2000.0,36.2,6,0
12000.0,41.21,4,0
10000.0,32.41,2,0
15000.0,14.03,1,0
600.0,5.52,4,0
15000.0,101.5,0,0
550.0,0.0,2,0
15000.0,100.0,10,0
20000.0,27.8,4,0
3000.0,20.16,5,0
25000.0,42.48,10,0
12000.0,2.39,8,0
25000.0,0.69,4,0
15000.0,32.18,1,0
5000.0,3626400.0,0,0
7000.0,15.87,2,0
20000.0,9.64,6,0
2000.0,16.67,0,0
1000.0,17.11,2,0
12000.0,34.17,10,0
5000.0,100.0,4,0
1500.0,0.77,1,0
5000.0,37.88,10,0
3000.0,15.55,7,0
25000.0,33.17,6,0
11500.0,45.62,1,0
2000.0,6.13,1,0
1000.0,0.0,10,0
5000.0,16.6,10,0
500.0,0.0,0,0
10000.0,12.12,1,0
10000.0,0.0,10,0
10000.0,8.8,0,0
2500.0,0.0,10,0
10000.0,100.0,0,0
3500.0,8.08,10,0
1500.0,8.0,0,0
15000.0,24.29,6,0
11000.0,100.0,2,0
10000.0,19.44,10,0
3000.0,1.38,2,0
1000.0,0.0,9,0
15000.0,26.5,0,0
10000.0,2.42,7,0
3000.0,0.0,1,0
5000.0,4.19,10,0
2600.0,65.32,0,0
2000.0,26.36,10,0
1500.0,0.0,0,0
2000.0,45.45,0,0
1500.0,42.98,10,0
1000.0,9.28,3,0
2500.0,4.66,1,0
15000.0,0.42,6,0
15000.0,15.73,2,0
3000.0,38.86,10,0
7500.0,19.98,0,0
1000.0,3.42,0,0
5000.0,31.53,7,0
8000.0,1.12,0,0
3100.0,48.0,10,0
7500.0,29.26,3,0
2000.0,0.0,4,0
7000.0,100.0,2,0
3000.0,0.0,3,0
11000.0,92.77,3,0
1000.0,7.98,2,0
2000.0,0.0,1,0
5000.0,9.88,1,0
2500.0,4.6,10,0
10000.0,2.91,0,0
12750.0,15.74,3,0
20000.0,100.0,1,0
1700.0,14.46,0,0
1500.0,0.63,10,0
11000.0,56.8,4,0
4000.0,14.76,1,0
4250.0,11.6,2,0
20000.0,6.33,3,0
500.0,0.0,2,0
7800.0,28.34,4,0
12000.0,18.53,0,0
500.0,10.91,1,0
6000.0,14.85,8,0
5000.0,0.65,3,0
5000.0,100.0,10,0
25000.0,41.84,8,0
7000.0,23.63,9,0
14000.0,22.42,1,0
18000.0,13.76,2,0
17000.0,100.0,10,0
6300.0,28.01,10,0
20000.0,28.47,10,0
6500.0,12.66,1,0
24500.0,2.71,2,0
19000.0,21.66,10,0
8000.0,0.0,4,0
3000.0,6.78,4,0
2000.0,2.85,0,0
19275.0,2.2,3,0
20000.0,100.0,10,0
2500.0,4.44,5,0
2000.0,22.17,4,0
21000.0,29.41,4,0
2500.0,0.0,1,0
3000.0,20.05,1,0
25000.0,15.44,10,0
18500.0,12.13,1,0
500.0,0.0,0,0
2500.0,17.95,1,0
1500.0,19.54,7,0
4000.0,8.2,0,0
3200.0,28.97,1,0
2500.0,0.0,0,0
15000.0,54.96,10,0
3000.0,60.94,10,0
500.0,4.5,0,0
20000.0,34.4,4,0
25000.0,0.0,10,0
12000.0,39.78,10,0
2000.0,5.27,2,0
5000.0,15.6,2,0
10000.0,23.83,10,0
6000.0,19.12,2,0
5000.0,1.5,2,0
7000.0,0.0,0,0
5000.0,31.6,9,0
8000.0,0.0,0,0
10000.0,17.82,3,0
10000.0,0.0,2,0
25000.0,15.1,5,0
25000.0,10.98,3,0
1500.0,13.52,4,0
15000.0,1.8,1,0
2000.0,0.0,4,0
20000.0,7.95,0,0
5000.0,0.0,10,0
10000.0,18.6,0,0
10000.0,24.46,0,0
10000.0,4.52,0,0
7500.0,29.66,2,0
1300.0,0.92,0,0
15000.0,5.33,0,0
5500.0,0.0,1,0
2000.0,0.0,0,0
6000.0,13.73,10,0
10000.0,17.58,4,0
9000.0,12.94,1,0
10000.0,50.8,0,0
6000.0,0.61,10,0
1000.0,0.0,9,0
2500.0,18.12,0,0
3000.0,46.49,0,0
5000.0,9.0,0,0
3000.0,14.67,0,0
5000.0,4.25,10,0
7200.0,8.95,2,0
6000.0,3.13,1,0
17000.0,31.43,6,0
6000.0,0.55,1,0
20825.0,8.49,4,0
19000.0,22.54,3,0
25000.0,10.3,2,0
10000.0,11.78,8,0
1500.0,0.55,0,0
700.0,43.84,0,0
2000.0,0.0,2,0
500.0,0.0,2,0
10000.0,0.0,5,0
3000.0,0.95,3,0
5000.0,21.12,0,0
15000.0,9.38,0,0
1000.0,25.0,0,0
10000.0,105.47,2,0
25000.0,22.06,5,0
20000.0,15.68,1,0
8000.0,15.11,5,0
10000.0,15.75,10,0
15000.0,12.59,10,0
14000.0,24.85,4,0
10000.0,30.41,8,0
25000.0,89.02,10,0
3000.0,22.03,0,0
7000.0,22.04,1,0
11150.0,27.64,0,0
500.0,22.82,0,0
2500.0,29.89,0,0
25000.0,17.77,3,0
20000.0,6.28,2,0
10000.0,48.87,3,0
2000.0,22.91,4,0
3000.0,2.75,7,0
10500.0,26.81,10,0
15000.0,26.39,0,0
9000.0,11.53,2,0
20000.0,38.19,0,0
4800.0,0.83,10,0
12000.0,32.09,1,0
3000.0,32.46,2,0
4500.0,17.71,1,0
25000.0,45.05,1,0
18000.0,13.73,3,0
10000.0,3.37,0,0
7500.0,13.25,0,0
20000.0,31.05,4,0
10000.0,0.0,10,0
1500.0,0.0,0,0
14000.0,31.63,10,0
8000.0,9.46,0,0
22000.0,34.45,2,0
12000.0,32.46,3,0
18000.0,26.41,5,0
18300.0,24.76,0,0
8000.0,23.25,10,0
20000.0,95.2,2,0
500.0,12.56,6,0
5000.0,35.12,2,0
13000.0,29.93,1,0
5000.0,27.93,0,0
15000.0,18.38,2,0
1000.0,18.94,3,0
1500.0,12.98,2,0
15000.0,17.66,10,0
20000.0,15.94,8,0
10000.0,31.0,5,0
6000.0,0.0,10,0
23000.0,80.9,10,0
25000.0,0.28,3,0
11000.0,100.0,4,0
5000.0,1.0,4,0
20000.0,27.68,4,0
25000.0,15.65,2,0
1500.0,13.68,0,0
6000.0,1.89,3,0
2000.0,0.24,0,0
20000.0,1.43,0,0
1000.0,0.0,1,0
3000.0,18.89,1,0
1000.0,10.14,6,0
5000.0,13.2,5,0
10000.0,8.54,10,0
5000.0,5.44,2,0
3000.0,28.24,7,0
2500.0,59.42,2,0
15000.0,31.92,9,0
10000.0,0.0,0,0
20000.0,25.49,4,0
20000.0,23.59,0,0
10000.0,31.5,4,0
1600.0,0.0,0,0
5500.0,9.3,10,0
8230.0,37.52,0,0
19000.0,5.76,1,0
8000.0,24.05,0,0
3000.0,11.88,0,0
15000.0,20.21,0,0
10000.0,17.23,0,0
25000.0,31.99,1,0
8000.0,5.77,2,0
4000.0,3.34,1,0
5000.0,0.0,1,0
5000.0,13.93,10,0
11500.0,41.52,8,0
15000.0,4.43,10,0
2000.0,4.5,3,0
21000.0,62.03,6,0
23000.0,21.15,2,0
4000.0,18.45,8,0
7500.0,0.0,1,0
11135.0,100.0,6,0
25000.0,0.0,2,0
2500.0,14.22,0,0
25000.0,47.74,10,0
500.0,0.34,1,0
8000.0,4.1,1,0
23000.0,10.34,7,0
4000.0,0.0,0,0
3500.0,0.0,2,0
4000.0,7.59,0,0
1500.0,14.26,4,0
5000.0,34.65,2,0
10000.0,0.0,0,0
5000.0,13.3,10,0
10000.0,7.07,10,0
15000.0,12.3,2,0
3000.0,13.84,2,0
7500.0,14.24,6,0
1500.0,0.77,4,0
1000.0,45.21,0,0
12000.0,0.0,10,0
8489.0,25.84,2,0
15000.0,6.12,2,0
20000.0,24.14,1,0
10000.0,0.0,4,0
16000.0,100.0,0,0
11000.0,8.82,4,0
1000.0,41.32,10,0
20825.0,8.32,9,0
10000.0,46.68,1,0
7500.0,0.0,1,0
9525.0,45.88,0,0
15000.0,4.86,9,0
10000.0,48.0,0,0
3500.0,8.45,0,0
25000.0,0.0,6,0
20000.0,33.99,2,0
16000.0,16.56,0,0
2500.0,2.57,1,0
3000.0,30.6,0,0
5000.0,0.0,0,0
20000.0,38.24,1,0
1000.0,2.47,2,0
25000.0,3.02,10,0
20000.0,17.83,0,0
13000.0,20.28,0,0
15000.0,22.95,6,0
20000.0,19.59,10,0
9000.0,13.76,9,0
6000.0,21.3,6,0
20000.0,6.7,4,0
6000.0,0.46,2,0
5000.0,15.86,4,0
1900.0,0.5,4,0
22000.0,18.97,1,0
11000.0,0.0,3,0
1000.0,11.28,0,0
10000.0,31.41,1,0
22500.0,51.5,4,0
16700.0,21.65,10,0
1000.0,14.69,0,0
8000.0,22.62,3,0
1500.0,32.4,10,0
20000.0,100.0,4,0
18000.0,7.55,10,0
2000.0,12.66,0,0
17000.0,20.31,4,0
19084.0,77.25,2,0
10000.0,14.83,1,0
800.0,19.43,0,0
6000.0,0.0,0,0
2500.0,12.07,2,0
20000.0,18.81,0,0
1500.0,0.0,10,0
4500.0,27.84,0,0
15000.0,37.51,0,0
15000.0,4.24,10,0
15000.0,17.6,1,0
15000.0,1.61,0,0
17250.0,23.7,2,0
24000.0,25.21,5,0
10000.0,14.77,10,0
4000.0,5.86,5,0
3000.0,18.04,0,0
2500.0,18.93,2,0
8000.0,46.44,10,0
3000.0,9.33,4,0
5000.0,15.48,4,0
20000.0,28.94,4,0
2500.0,22.64,4,0
10000.0,32.62,10,0
5000.0,6.13,10,0
10000.0,2.21,0,0
15000.0,84.65,10,0
15000.0,11.08,7,0
20000.0,18.22,8,0
1500.0,29.09,2,0
15000.0,1.05,10,0
3000.0,21.47,9,0
25000.0,19.99,3,0
4000.0,26.1,2,0
5000.0,16.92,0,0
15000.0,23.9,2,0
6000.0,24.03,10,0
25000.0,8.15,2,0
7600.0,0.0,1,0
2000.0,9.63,3,0
1300.0,0.0,4,0
15000.0,22.25,10,0
7500.0,101.24,1,0
1500.0,14.48,0,0
1500.0,1.99,0,0
10000.0,36.91,10,0
5500.0,9.36,1,0
1500.0,0.0,3,0
1000.0,23.65,2,0
13000.0,21.47,2,0
15000.0,100.0,0,0
15000.0,18.7,8,0
20000.0,14.31,4,0
10000.0,100.0,4,0
10000.0,0.48,4,0
20000.0,37.59,6,0
16000.0,8.01,10,0
25000.0,0.0,1,0
25000.0,0.0,1,0
24750.0,14.31,3,0
3000.0,78.48,0,0
25000.0,7.53,10,0
5000.0,43.88,2,0
5000.0,11.17,2,0
6000.0,25.65,9,0
10000.0,29.24,10,0
1000.0,0.0,1,0
2000.0,28.25,0,0
25000.0,25.5,0,0
14000.0,13.07,8,0
8000.0,3.47,10,0
14000.0,7.99,10,0
15000.0,100.0,1,0
12000.0,8.8,10,0
2500.0,1.33,0,0
5000.0,1.27,10,0
20000.0,59.28,10,0
5000.0,18.12,4,0
20000.0,37.86,3,0
10000.0,43.13,4,0
8000.0,100.0,10,0
3000.0,8.06,6,0
20000.0,21.69,0,0
10000.0,100.0,8,0
2500.0,6.39,10,0
3000.0,8.51,4,0
15000.0,26.93,10,0
17000.0,23.88,2,0
10000.0,28.16,3,0
500.0,63.31,10,0
4000.0,3.21,1,0
11000.0,31.08,5,0
7000.0,100.0,0,0
20000.0,51.58,10,0
21000.0,5.58,7,0
500.0,2.73,10,0
16000.0,38.4,1,0
5000.0,18.51,0,0
8000.0,0.0,1,0
1000.0,28.04,1,0
20000.0,21.16,1,0
10800.0,3.6,10,0
8000.0,2.31,3,0
2000.0,4.87,2,0
19500.0,27.04,8,0
12000.0,45.42,1,0
8975.0,14.83,0,0
6000.0,0.0,6,0
15000.0,10.96,2,0
6000.0,100.0,6,0
5000.0,12.5,1,0
1500.0,11.2,0,0
14000.0,13.75,2,0
500.0,0.59,5,0
15000.0,4.18,0,0
20000.0,100.0,2,0
15000.0,14.34,6,0
20000.0,42.87,1,0
2000.0,23.05,10,0
8000.0,22.27,3,0
5000.0,28.53,10,0
1900.0,31.69,3,0
3500.0,6.58,4,0
3000.0,22.15,10,0
20050.0,20.69,1,0
12000.0,40.45,10,0
2500.0,18.43,10,0
3500.0,4.0,0,0
25000.0,26.23,10,0
17000.0,20.02,3,0
8000.0,13.43,6,0
3000.0,100.0,1,0
10000.0,0.84,5,0
25000.0,0.15,0,0
25000.0,6.82,0,0
4000.0,18.5,6,0
15000.0,45.07,10,0
5000.0,31.64,0,0
2000.0,45.7,0,0
5000.0,9.47,1,0
3500.0,14.93,3,0
20000.0,7.87,10,0
15000.0,37.57,0,0
4000.0,1.09,2,0
6000.0,19.59,4,0
3000.0,11.31,6,0
2450.0,13.6,3,0
1500.0,27.4,10,0
6000.0,24.3,10,0
1500.0,5.0,0,0
25000.0,29.38,7,0
3000.0,6.74,1,0
16900.0,20.5,8,0
8000.0,11.37,0,0
7000.0,12.89,5,0
3000.0,25.68,10,0
25000.0,22.23,6,0
3000.0,20.9,1,0
5000.0,37.76,0,0
5000.0,19.25,0,0
15000.0,9.17,10,0
7000.0,1.52,10,0
5000.0,12.43,10,0
25000.0,8.29,6,0
15000.0,6.55,1,0
15000.0,10.39,10,0
25000.0,47.53,2,0
14300.0,29.05,10,0
15000.0,31.98,10,0
2000.0,16.56,10,0
15000.0,105.6,0,0
1500.0,23.34,0,0
25000.0,53.69,0,0
5000.0,28.37,0,0
3000.0,4.98,6,0
5000.0,0.0,0,0
15000.0,28.85,10,0
8000.0,17.84,0,0
25000.0,2.37,10,0
18000.0,9.06,0,0
15000.0,34.88,2,0
1500.0,22.89,10,0
20000.0,32.09,8,0
25000.0,54.99,0,0
21000.0,54.96,8,0
6000.0,8.08,3,0
20000.0,0.38,2,0
21000.0,17.85,4,0
5000.0,10.83,1,0
5000.0,13.66,2,0
1200.0,2.33,1,0
10000.0,73.2,10,0
800.0,37.65,0,0
25000.0,17.41,2,0
20000.0,25.09,8,0
1800.0,24.8,0,0
25000.0,9.7,9,0
14500.0,11.94,10,0
15000.0,10.62,0,0
20000.0,100.0,0,0
2000.0,4.93,4,0
20000.0,100.0,10,0
15000.0,0.0,10,0
25000.0,27.89,10,0
1000.0,21.4,2,0
1500.0,33.6,2,0
5000.0,20.9,4,0
25000.0,57.76,10,0
25000.0,0.0,0,0
7000.0,69.05,0,0
9000.0,33.45,10,0
15000.0,43.08,10,0
12000.0,1.78,1,0
7800.0,15.49,1,0
8000.0,22.23,3,0
2300.0,48.21,8,0
8000.0,1560.0,0,0
5000.0,10.72,1,0
25000.0,36.62,4,0
500.0,1.71,2,0
3000.0,6.34,1,0
3000.0,0.0,1,0
4000.0,26.63,0,0
2000.0,20.33,0,0
1000.0,6.77,3,0
18875.0,18.18,1,0
2000.0,1.34,0,0
22000.0,100.0,6,0
1500.0,0.0,2,0
15000.0,26.15,4,0
15300.0,30.49,4,0
15000.0,22.32,0,0
7500.0,27.39,3,0
3000.0,23.55,0,0
3000.0,6.89,2,0
8000.0,0.84,0,0
24000.0,100.0,2,0
25000.0,33.83,0,0
1000.0,0.0,3,0
10000.0,6.55,2,0
1200.0,15.42,3,0
9000.0,15.87,0,0
15000.0,13.81,8,0
23000.0,25.79,4,0
11693.34,12.85,10,0
5000.0,23.4,6,0
3000.0,10.83,10,0
500.0,15.78,0,0
21600.0,35.81,3,0
1000.0,11.18,1,0
5000.0,0.5,0,0
500.0,9.45,1,0
5000.0,43.1,1,0
16000.0,45.26,10,0
15000.0,44.2,10,0
3000.0,16.2,10,0
1000.0,350.0,0,0
19000.0,11.69,0,0
14000.0,65.0,0,0
7000.0,52.61,10,0
15000.0,20.67,1,0
25000.0,28.19,4,0
5000.0,10.3,2,0
25000.0,48.14,10,0
10000.0,27.8,7,0
2000.0,7.06,5,0
20000.0,35.25,2,0
21000.0,100.0,2,0
20000.0,35.18,6,0
4000.0,2.0,3,0
5000.0,11.56,1,0
4000.0,23.96,0,0
10000.0,2.0,0,0
10000.0,1.6,6,0
20000.0,100.0,10,0
15000.0,100.0,0,0
4500.0,0.94,0,0
2000.0,0.0,0,0
15000.0,51.6,1,0
6500.0,39.57,10,0
7500.0,21.36,4,0
3300.0,2.37,4,0
2000.0,4.59,4,0
15000.0,10.05,4,0
8000.0,35.34,3,0
5000.0,18.99,4,0
15000.0,20.15,4,0
10000.0,100.0,6,0
5000.0,100.0,6,0
3250.0,264.92,2,0
1500.0,44.9,0,0
10000.0,30.05,6,0
22000.0,23.95,6,0
10000.0,6.55,4,0
5800.0,3.4,0,0
10000.0,28.47,1,0
15000.0,20.93,2,0
25000.0,205.5,7,0
2500.0,18.0,10,0
5000.0,82.59,6,0
15000.0,22.37,10,0
4600.0,7.01,3,0
10000.0,4.33,5,0
20000.0,0.45,4,0
2500.0,10.44,6,0
3500.0,17.04,0,0
5500.0,14.63,0,0
8000.0,0.0,4,0
24000.0,42.04,8,0
25000.0,12.52,5,0
25000.0,20.16,7,0
7500.0,10.42,0,0
4000.0,19.72,0,0
12000.0,18.67,2,0
4000.0,13.4,10,0
17000.0,54.13,10,0
15000.0,100.0,8,0
10000.0,31.61,7,0
4000.0,49.79,2,0
10000.0,12.7,0,0
4000.0,0.63,2,0
5000.0,81.04,10,0
2000.0,0.56,0,0
5100.0,18.07,0,0
25000.0,1.45,0,0
2200.0,16.36,1,0
2000.0,20.89,4,0
7500.0,8.71,2,0
10000.0,18.15,8,0
500.0,0.0,0,0
4500.0,21.04,0,0
2000.0,6.41,10,0
7500.0,6.26,5,0
15000.0,21.9,4,0
1500.0,0.0,0,0
5000.0,25.57,7,0
19000.0,27.93,6,0
3500.0,19.23,2,0
6000.0,3.08,4,0
2400.0,50.18,2,0
12000.0,45.56,6,0
1500.0,29.67,10,0
3000.0,0.0,0,0
7900.0,14.98,1,0
15000.0,1.92,10,0
7800.0,0.05,0,0
5000.0,0.65,2,0
20000.0,31.13,10,0
2500.0,0.0,1,0
15000.0,14.16,1,0
25000.0,49.08,10,0
10000.0,3.0,0,0
13200.0,16.57,1,0
20000.0,100.0,3,0
6000.0,60.4,8,0
12000.0,65.05,10,0
15000.0,0.0,10,0
20000.0,10.71,0,0
1500.0,6.6,0,0
3000.0,49.08,0,0
25000.0,31.3,10,0
7000.0,6.2,10,0
24000.0,0.26,4,0
8000.0,156.07,10,0
17000.0,28.72,10,0
2000.0,6.16,1,0
15000.0,39.03,8,0
25000.0,24.52,8,0
5000.0,2.72,10,0
25000.0,36.22,10,0
5500.0,29.16,10,0
2900.0,40.92,1,0
15000.0,3.73,10,0
15000.0,15.35,4,0
4000.0,2.57,0,0
15000.0,31.64,1,0
2000.0,20.57,1,0
15000.0,31.2,7,0
22500.0,13.83,1,0
1000.0,0.63,7,0
15000.0,27.11,0,0
21000.0,2.48,8,0
2650.0,31.56,3,0
3000.0,0.0,4,0
5000.0,11.72,0,0
6000.0,45.57,10,0
10000.0,35.71,10,0
6000.0,34.11,10,0
12500.0,12.95,3,0
1500.0,8.1,4,0
1200.0,4.81,0,0
15000.0,10.43,7,0
13000.0,6.22,3,0
1500.0,0.0,2,0
10000.0,100.0,8,0
10000.0,23.88,10,0
3000.0,25.95,2,0
10000.0,4.16,6,0
500.0,27.1,5,0
5000.0,11.92,0,0
3000.0,1.07,6,0
5000.0,37.52,3,0
24000.0,13.73,1,0
12000.0,24.12,10,0
5000.0,23.33,8,0
21000.0,29.6,4,0
17800.0,16.63,10,0
18500.0,48.46,10,0
25000.0,22.78,7,0
20000.0,63.53,10,0
8000.0,100.0,8,0
17000.0,39.84,4,0
2500.0,0.0,0,0
12000.0,10.52,1,0
1000.0,4.12,1,0
20000.0,19.64,0,0
500.0,3.77,0,0
3000.0,65.84,2,0
3000.0,239.78,6,0
2000.0,14.23,10,0
6000.0,17.04,0,0
22500.0,35.67,6,0
2500.0,19.32,10,0
1000.0,0.62,0,0
1000.0,0.49,2,0
15000.0,6.96,10,0
20000.0,12.62,2,0
7000.0,0.0,0,0
15000.0,56.84,2,0
18000.0,22.88,10,0
17000.0,7.36,2,0
12000.0,25.25,3,0
4000.0,100.0,4,0
1300.0,32.91,0,0
17000.0,14.44,2,0
6000.0,30.27,3,0
20000.0,7.14,10,0
13000.0,1.03,0,0
6000.0,15.33,4,0
14000.0,18.72,3,0
6000.0,42.24,0,0
20000.0,1.2,1,0
10000.0,30.73,10,0
1750.0,3.71,2,0
20000.0,100.0,0,0
5550.0,16.74,4,0
2000.0,16.22,1,0
2000.0,1.92,4,0
3000.0,0.0,2,0
7000.0,9.73,10,0
5000.0,25.28,0,0
2000.0,0.34,8,0
10000.0,5.22,0,0
15000.0,100.0,6,0
2000.0,77.48,5,0
6000.0,0.03,10,0
5000.0,0.0,0,0
10000.0,26.72,0,0
3000.0,10.51,1,0
15000.0,60.12,10,0
1000.0,19.62,7,0
10500.0,0.34,3,0
2400.0,0.0,1,0
4000.0,7.97,1,0
12000.0,7.15,1,0
2000.0,9.9,10,0
3500.0,19.18,0,0
25000.0,15.88,0,0
2500.0,100.0,6,0
15000.0,25.94,0,0
15000.0,0.25,10,0
10000.0,36.46,2,0
3500.0,100.0,0,0
4700.0,22.06,5,0
1000.0,0.0,4,0
24300.0,34.0,10,0
15000.0,14.06,5,0
7500.0,35.97,0,0
4800.0,16.52,2,0
20000.0,44.38,6,0
2000.0,21.76,3,0
12000.0,33.85,10,0
15000.0,5.25,8,0
7000.0,8.17,6,0
500.0,0.0,0,0
15000.0,27.83,2,0
7000.0,26.48,0,0
2000.0,13.49,9,0
8000.0,19.73,2,0
10000.0,100.0,2,0
4000.0,11.62,2,0
10000.0,19.73,10,0
19800.0,15.12,5,0
6500.0,26.04,2,0
13000.0,100.0,10,0
15000.0,0.62,6,0
15000.0,18.06,1,0
12000.0,28.9,2,0
5000.0,17.7,4,0
500.0,148.75,0,0
10000.0,15.05,1,0
10000.0,100.0,1,0
15000.0,33.74,8,0
16000.0,24.4,10,0
10000.0,0.0,3,0
25000.0,26.43,10,0
2000.0,65.66,0,0
25000.0,22.08,1,0
5000.0,13.2,8,0
16900.0,37.97,10,0
5000.0,24.03,10,0
8381.0,22.53,3,0
5000.0,41.39,8,0
12000.0,24.36,10,0
7500.0,14.64,1,0
6000.0,9.91,3,0
6000.0,34.03,3,0
12000.0,472.0,0,0
3000.0,0.0,0,0
1000.0,23.1,6,0
9125.0,12.86,6,0
2500.0,10.19,2,0
800.0,8.77,0,0
20000.0,37.67,10,0
2000.0,22.03,2,0
14600.0,26.58,1,0
5000.0,1.47,0,0
5000.0,14.15,10,0
10000.0,5.35,10,0
20000.0,36.17,4,0
3000.0,9.0,3,0
6000.0,31.26,4,0
15000.0,43.14,4,0
1500.0,10.0,4,0
