Year,Month,Region,Nationality,Visitors (1000s),Avg Stay (nights),Revenue (Million €)
2023,5,Carinthia,Austria,62,6,25.32267441860465
2023,5,Carinthia,Netherlands,78,6,31.85755813953488
2023,5,Carinthia,UK,75,6,30.632267441860463
2023,5,Carinthia,USA,37,6,15.111918604651162
2023,5,Carinthia,China,48,6,19.6046511627907
2023,5,Carinthia,Switzerland,72,6,29.406976744186046
2023,5,Carinthia,Italy,33,6,13.478197674418606
2023,5,Carinthia,France,46,6,18.787790697674417
2023,5,Carinthia,Other,35,6,14.295058139534884
2023,6,Carinthia,Germany,193,4,41.020062695924764
2023,6,Carinthia,Austria,66,4,14.027586206896551
2023,6,Carinthia,Netherlands,66,4,14.027586206896551
2023,6,Carinthia,UK,59,4,12.539811912225705
2023,6,Carinthia,USA,37,4,7.863949843260188
2023,6,Carinthia,China,50,4,10.626959247648903
2023,6,Carinthia,Switzerland,63,4,13.389968652037616
2023,6,Carinthia,Italy,28,4,5.951097178683385
2023,6,Carinthia,France,45,4,9.564263322884011
2023,6,Carinthia,Other,31,4,6.588714733542319
2023,7,Carinthia,Germany,204,4,81.07927927927928
2023,7,Carinthia,Austria,58,4,23.05195195195195
2023,7,Carinthia,Netherlands,73,4,29.013663663663664
2023,7,Carinthia,UK,64,4,25.436636636636635
2023,7,Carinthia,USA,25,4,9.936186186186186
2023,7,Carinthia,China,53,4,21.064714714714714
2023,7,Carinthia,Switzerland,75,4,29.80855855855856
2023,7,Carinthia,Italy,33,4,13.115765765765765
2023,7,Carinthia,France,49,4,19.474924924924924
2023,7,Carinthia,Other,32,4,12.718318318318317
2023,8,Carinthia,Germany,182,3,48.12695374800638
2023,8,Carinthia,Austria,64,3,16.923763955342903
2023,8,Carinthia,Netherlands,66,3,17.45263157894737
2023,8,Carinthia,UK,59,3,15.601594896331738
2023,8,Carinthia,USA,29,3,7.6685805422647535
2023,8,Carinthia,China,54,3,14.279425837320575
2023,8,Carinthia,Switzerland,54,3,14.279425837320575
2023,8,Carinthia,Italy,37,3,9.784051036682616
2023,8,Carinthia,France,44,3,11.635087719298246
2023,8,Carinthia,Other,38,3,10.048484848484849
2023,9,Carinthia,Germany,178,6,42.23584
2023,9,Carinthia,Austria,60,6,14.2368
2023,9,Carinthia,Netherlands,78,6,18.50784
2023,9,Carinthia,UK,71,6,16.846880000000002
2023,9,Carinthia,USA,24,6,5.69472
2023,9,Carinthia,China,40,6,9.491200000000001
2023,9,Carinthia,Switzerland,72,6,17.08416
2023,9,Carinthia,Italy,31,6,7.35568
2023,9,Carinthia,France,36,6,8.54208
2023,9,Carinthia,Other,35,6,8.3048
2023,10,Carinthia,Germany,204,6,96.22523076923078
2023,10,Carinthia,Austria,72,6,33.96184615384616
2023,10,Carinthia,Netherlands,63,6,29.716615384615384
2023,10,Carinthia,UK,61,6,28.77323076923077
2023,10,Carinthia,USA,42,6,19.811076923076925
2023,10,Carinthia,China,38,6,17.924307692307693
2023,10,Carinthia,Switzerland,59,6,27.829846153846155
2023,10,Carinthia,Italy,32,6,15.094153846153848
2023,10,Carinthia,France,49,6,23.112923076923078
2023,10,Carinthia,Other,30,6,14.150769230769233
2023,11,Carinthia,Germany,174,6,66.33388704318936
2023,11,Carinthia,Austria,58,6,22.111295681063126
2023,11,Carinthia,Netherlands,63,6,24.017441860465116
2023,11,Carinthia,UK,61,6,23.254983388704318
2023,11,Carinthia,USA,28,6,10.674418604651162
2023,11,Carinthia,China,43,6,16.392857142857142
2023,11,Carinthia,Switzerland,64,6,24.398671096345517
2023,11,Carinthia,Italy,31,6,11.818106312292358
2023,11,Carinthia,France,46,6,17.536544850498338
2023,11,Carinthia,Other,34,6,12.961794019933555
2023,12,Carinthia,Germany,203,6,101.16918518518519
2023,12,Carinthia,Austria,58,6,28.905481481481477
2023,12,Carinthia,Netherlands,54,6,26.912
2023,12,Carinthia,UK,79,6,39.371259259259254
2023,12,Carinthia,USA,38,6,18.938074074074073
2023,12,Carinthia,China,46,6,22.925037037037036
2023,12,Carinthia,Switzerland,72,6,35.882666666666665
2023,12,Carinthia,Italy,40,6,19.934814814814814
2023,12,Carinthia,France,51,6,25.416888888888888
2023,12,Carinthia,Other,34,6,16.944592592592592
2023,1,Styria,Germany,119,5,44.482096069868994
2023,1,Styria,Austria,39,5,14.578165938864629
2023,1,Styria,Netherlands,48,5,17.942358078602616
2023,1,Styria,UK,53,5,19.811353711790392
2023,1,Styria,USA,26,5,9.71877729257642
2023,1,Styria,China,38,5,14.204366812227073
2023,1,Styria,Switzerland,49,5,18.316157205240174
2023,1,Styria,Italy,29,5,10.84017467248908
2023,1,Styria,France,34,5,12.709170305676857
2023,1,Styria,Other,23,5,8.597379912663754
2023,2,Styria,Germany,138,4,62.54042553191489
2023,2,Styria,Austria,59,4,26.73829787234042
2023,2,Styria,Netherlands,50,4,22.659574468085108
2023,2,Styria,UK,43,4,19.48723404255319
2023,2,Styria,USA,26,4,11.782978723404254
2023,2,Styria,China,35,4,15.861702127659573
2023,2,Styria,Switzerland,47,4,21.3
2023,2,Styria,Italy,16,4,7.251063829787234
2023,2,Styria,France,36,4,16.314893617021276
2023,2,Styria,Other,20,4,9.063829787234042
2023,3,Styria,Germany,153,4,37.025999999999996
2023,3,Styria,Austria,53,4,12.826
2023,3,Styria,Netherlands,50,4,12.100000000000001
2023,3,Styria,UK,60,4,14.52
2023,3,Styria,USA,29,4,7.018000000000001
2023,3,Styria,China,37,4,8.953999999999999
2023,3,Styria,Switzerland,38,4,9.196
2023,3,Styria,Italy,22,4,5.324
2023,3,Styria,France,33,4,7.986000000000001
2023,3,Styria,Other,25,4,6.050000000000001
2023,4,Styria,Germany,139,2,55.15161290322581
2023,4,Styria,Austria,50,2,19.838709677419356
2023,4,Styria,Netherlands,31,2,12.3
2023,4,Styria,UK,40,2,15.870967741935486
2023,4,Styria,USA,28,2,11.10967741935484
2023,4,Styria,China,41,2,16.26774193548387
2023,4,Styria,Switzerland,57,2,22.616129032258062
2023,4,Styria,Italy,23,2,9.125806451612902
2023,4,Styria,France,37,2,14.680645161290323
2023,4,Styria,Other,19,2,7.538709677419355
2023,5,Styria,Germany,138,5,38.41456953642384
2023,5,Styria,Austria,40,5,11.134657836644593
2023,5,Styria,Netherlands,41,5,11.413024282560706
2023,5,Styria,UK,46,5,12.80485651214128
2023,5,Styria,USA,15,5,4.175496688741722
2023,5,Styria,China,39,5,10.856291390728476
2023,5,Styria,Switzerland,46,5,12.80485651214128
2023,5,Styria,Italy,26,5,7.237527593818984
2023,5,Styria,France,37,5,10.299558498896246
2023,5,Styria,Other,25,5,6.959161147902869
2023,6,Styria,Germany,123,2,31.846304347826088
2023,6,Styria,Austria,50,2,12.945652173913043
2023,6,Styria,Netherlands,49,2,12.686739130434782
2023,6,Styria,UK,49,2,12.686739130434782
2023,6,Styria,USA,21,2,5.437173913043478
2023,6,Styria,China,39,2,10.097608695652173
2023,6,Styria,Switzerland,47,2,12.16891304347826
2023,6,Styria,Italy,21,2,5.437173913043478
2023,6,Styria,France,38,2,9.838695652173913
2023,6,Styria,Other,23,2,5.955
2023,7,Styria,Germany,131,2,49.978396436525614
2023,7,Styria,Austria,49,2,18.694209354120268
2023,7,Styria,Netherlands,48,2,18.31269487750557
2023,7,Styria,UK,37,2,14.116035634743875
2023,7,Styria,USA,19,2,7.248775055679287
2023,7,Styria,China,34,2,12.971492204899778
2023,7,Styria,Switzerland,54,2,20.601781737193765
2023,7,Styria,Italy,18,2,6.867260579064589
2023,7,Styria,France,46,2,17.54966592427617
2023,7,Styria,Other,13,2,4.959688195991092
2023,8,Styria,Germany,152,3,69.56451612903226
2023,8,Styria,Austria,47,3,21.510080645161292
2023,8,Styria,Netherlands,55,3,25.171370967741936
2023,8,Styria,UK,55,3,25.171370967741936
2023,8,Styria,USA,33,3,15.10282258064516
2023,8,Styria,China,35,3,16.018145161290324
2023,8,Styria,Switzerland,41,3,18.764112903225804
2023,8,Styria,Italy,25,3,11.441532258064516
2023,8,Styria,France,30,3,13.72983870967742
2023,8,Styria,Other,23,3,10.526209677419354
2023,9,Styria,Germany,131,4,38.48125
2023,9,Styria,Austria,49,4,14.39375
2023,9,Styria,Netherlands,49,4,14.39375
2023,9,Styria,UK,38,4,11.162500000000001
2023,9,Styria,USA,26,4,7.6375
2023,9,Styria,China,33,4,9.693750000000001
2023,9,Styria,Switzerland,35,4,10.28125
2023,9,Styria,Italy,20,4,5.875
2023,9,Styria,France,31,4,9.106250000000001
2023,9,Styria,Other,20,4,5.875
2023,10,Styria,Germany,120,4,32.95693779904306
2023,10,Styria,Austria,32,4,8.788516746411483
2023,10,Styria,Netherlands,50,4,13.732057416267942
2023,10,Styria,UK,45,4,12.35885167464115
2023,10,Styria,USA,21,4,5.767464114832536
2023,10,Styria,China,34,4,9.3377990430622
2023,10,Styria,Switzerland,38,4,10.436363636363636
2023,10,Styria,Italy,21,4,5.767464114832536
2023,10,Styria,France,32,4,8.788516746411483
2023,10,Styria,Other,25,4,6.866028708133971
2023,11,Styria,Germany,138,4,66.76680497925311
2023,11,Styria,Austria,45,4,21.771784232365146
2023,11,Styria,Netherlands,47,4,22.739419087136927
2023,11,Styria,UK,53,4,25.64232365145228
2023,11,Styria,USA,27,4,13.063070539419087
2023,11,Styria,China,46,4,22.255601659751036
2023,11,Styria,Switzerland,44,4,21.287966804979252
2023,11,Styria,Italy,24,4,11.611618257261409
2023,11,Styria,France,33,4,15.96597510373444
2023,11,Styria,Other,25,4,12.095435684647303
2023,12,Styria,Germany,117,6,57.83142857142857
2023,12,Styria,Austria,53,6,26.197142857142858
2023,12,Styria,Netherlands,47,6,23.23142857142857
2023,12,Styria,UK,44,6,21.74857142857143
2023,12,Styria,USA,22,6,10.874285714285715
2023,12,Styria,China,45,6,22.242857142857144
2023,12,Styria,Switzerland,46,6,22.737142857142857
2023,12,Styria,Italy,21,6,10.38
2023,12,Styria,France,33,6,16.311428571428575
2023,12,Styria,Other,27,6,13.345714285714285
